block_date,deposit_tx_count,deposit_withdrawal_ratio,exchange_volume_ratio,mega_whale_ratio,mega_whale_tx_count,mega_whale_volume_eth,net_flow_ma7,non_exchange_ratio,non_exchange_tx_count,non_exchange_volume_eth,std_whale_tx_size_eth,whale_exchange_deposits_eth,whale_exchange_withdrawals_eth,whale_net_exchange_flow_eth,whale_tx_count,whale_volume_eth,withdrawal_tx_count
2023-05-16 00:00:00+00:00,4,0.828,0.2231,1.0,82,447174.7587,-37493.9072,0.7769,73,347431.9436,6594.417545,45179.9895,54562.8256,9382.8362,82,447174.7587,5
2023-05-17 00:00:00+00:00,6,0.4203,0.2566,1.0,85,464992.4809,-30905.3045,0.7434,73,345674.3111,6341.480353,35309.7611,84008.4087,48698.6475,85,464992.4809,6
2023-05-18 00:00:00+00:00,12,1.4608,0.3442,1.0,82,358539.6902,-24950.9781,0.6558,62,235136.0982,6045.632785,73255.2339,50148.3581,-23106.8758,82,358539.6902,8
2023-05-19 00:00:00+00:00,9,2.02,0.4067,1.0,63,483407.9505,-25427.9359,0.5933,46,286809.5539,11957.11845,131500.4414,65097.9552,-66402.4862,63,483407.9505,8
2023-05-20 00:00:00+00:00,3,1.6599,0.0918,1.0,60,260693.4917,-25674.1867,0.9082,54,236754.5285,4223.181437,14938.9655,8999.9977,-5938.9678,60,260693.4917,3
2023-05-21 00:00:00+00:00,7,0.1357,0.3208,1.0,62,289800.2899,-660.3277,0.6792,47,196842.7842,6846.995502,11110.0756,81847.4301,70737.3545,62,289800.2899,8
2023-05-22 00:00:00+00:00,12,3.5489,0.4388,1.0,85,377326.8892,-8485.5197,0.5612,61,211766.9714,6237.420205,129164.5319,36395.3859,-92769.146,85,377326.8892,12
2023-05-23 00:00:00+00:00,17,1.088,0.1988,1.0,100,652020.9631,-10606.5897,0.8012,73,522405.7406,10627.717439,67539.9382,62075.2843,-5464.6539,100,652020.9631,10
2023-05-24 00:00:00+00:00,15,0.6464,0.423,1.0,99,483591.6932,-11287.4768,0.577,75,279010.7385,7664.980138,80324.2585,124256.6962,43932.4377,99,483591.6932,9
2023-05-25 00:00:00+00:00,16,3.0207,0.4118,1.0,84,316585.3498,-17345.9733,0.5882,56,186222.6555,5181.894011,97939.5229,32423.1714,-65516.3516,84,316585.3498,12
2023-05-26 00:00:00+00:00,19,0.403,0.2653,1.0,106,817382.6944,5323.706,0.7347,65,600491.2778,9867.369617,62303.0737,154588.3429,92285.2692,106,817382.6944,22
2023-05-27 00:00:00+00:00,8,1.3276,0.2897,1.0,62,335123.8847,4220.3405,0.7103,46,238053.5761,6276.056433,55366.4176,41703.891,-13662.5266,62,335123.8847,8
2023-05-28 00:00:00+00:00,13,1.9511,0.6555,1.0,62,331316.1307,-15883.5406,0.3445,36,114152.7407,10909.027548,143576.6016,73586.7884,-69989.8132,62,331316.1307,13
2023-05-29 00:00:00+00:00,12,2.5393,0.4691,1.0,76,522401.1683,-17857.1228,0.5309,54,277336.4391,10361.466,175824.4752,69240.254,-106584.2212,76,522401.1683,10
2023-05-30 00:00:00+00:00,13,1.0954,0.3121,1.0,77,381276.1983,-17850.6695,0.6879,57,262288.3664,5220.365395,62203.6562,56784.1756,-5419.4806,77,381276.1983,7
2023-05-31 00:00:00+00:00,9,1.0274,0.1641,1.0,92,829417.3219,-24389.4594,0.8359,76,693307.666,8551.389844,68974.3738,67135.2821,-1839.0917,92,829417.3219,7
2023-06-01 00:00:00+00:00,1,0.9407,0.0381,1.0,98,1054809.0598,-14854.3807,0.9619,95,1014581.2967,27932.08522,19499.2818,20728.4813,1229.1995,98,1054809.0598,2
2023-06-02 00:00:00+00:00,5,0.6854,0.2392,1.0,100,664136.1306,-23801.6582,0.7608,84,505267.5995,6065.84858,64607.1023,94261.4288,29654.3264,100,664136.1306,11
2023-06-03 00:00:00+00:00,8,0.6154,0.4591,1.0,59,246640.8409,-17998.6733,0.5409,42,133400.2531,4548.756961,43141.1099,70099.4779,26958.368,59,246640.8409,9
2023-06-04 00:00:00+00:00,13,0.4949,0.3822,0.9654,53,167452.9436,-4800.523,0.6178,40,107163.6194,4478.66116,21944.6801,44341.9184,22397.2383,59,173450.2179,6
2023-06-05 00:00:00+00:00,14,5.4034,0.4092,1.0,105,1733204.773,-59253.8237,0.5908,85,1023912.684,35091.601668,598524.7072,110767.3817,-487757.3255,105,1733204.773,6
2023-06-06 00:00:00+00:00,14,1.0378,0.423,1.0,95,1214538.5916,-59840.464,0.577,66,700769.505,13041.584656,261647.5248,252121.5618,-9525.963,95,1214538.5916,15
2023-06-07 00:00:00+00:00,10,1.0171,0.174,1.0,96,1083755.2174,-59806.7177,0.826,70,895142.3863,10356.500143,95107.8495,93504.9816,-1602.8679,96,1083755.2174,16
2023-06-08 00:00:00+00:00,11,1.7106,0.2222,1.0,89,760172.942,-66308.7029,0.7778,70,591249.956,9386.566307,106603.8413,62319.1447,-44284.6967,89,760172.942,8
2023-06-09 00:00:00+00:00,14,1.2459,0.5266,1.0,71,360583.6663,-73515.4697,0.4734,46,170701.656,6066.77009,105337.5256,84544.4847,-20793.0409,71,360583.6663,11
2023-06-10 00:00:00+00:00,21,1.1721,0.2909,1.0,90,688342.5015,-79632.6967,0.7091,57,488135.0742,9128.634872,108034.8243,92172.603,-15862.2213,90,688342.5015,12
2023-06-11 00:00:00+00:00,19,4.6674,0.6746,0.9838,56,242480.2202,-98203.7965,0.3254,34,80200.1816,10782.955154,136940.1977,29339.7376,-107600.4601,60,246480.1168,7
2023-06-12 00:00:00+00:00,12,1.9131,0.4413,1.0,86,660869.3718,-41582.9475,0.5587,67,369246.545,8764.812099,191517.1049,100105.7219,-91411.3829,86,660869.3718,7
2023-06-13 00:00:00+00:00,18,5.746,0.423,1.0,84,585201.9944,-65098.8017,0.577,57,337682.4363,8627.707824,210828.2501,36691.3079,-174136.9422,84,585201.9944,9
2023-06-14 00:00:00+00:00,14,6.4393,0.5855,1.0,93,995738.0946,-125761.8254,0.4145,72,412767.0555,26521.158665,504607.5364,78363.5028,-426244.0336,93,995738.0946,7
2023-06-15 00:00:00+00:00,18,0.6672,0.3417,1.0,112,653078.6552,-113072.8768,0.6583,77,429931.7169,8947.239397,89304.4976,133842.4406,44537.943,112,653078.6552,17
2023-06-16 00:00:00+00:00,14,3.89,0.5298,1.0,81,634546.4186,-138485.2265,0.4702,58,298374.6356,13425.180463,267425.6355,68746.1474,-198679.4881,81,634546.4186,9
2023-06-17 00:00:00+00:00,11,1.6416,0.3377,1.0,55,360893.1672,-140447.8344,0.6623,37,239016.2206,6457.616163,75738.7116,46138.2349,-29600.4767,55,360893.1672,7
2023-06-18 00:00:00+00:00,7,2.2256,0.4913,0.9038,32,175929.909,-130266.702,0.5087,37,99029.7591,5874.103439,65978.4225,29645.8891,-36332.5334,52,194654.0708,8
2023-06-19 00:00:00+00:00,13,0.5421,0.451,1.0,74,356841.3656,-110381.4042,0.549,46,195890.0637,5252.409165,56582.8001,104368.5018,47785.7016,74,356841.3656,15
2023-06-20 00:00:00+00:00,18,1.5062,0.4108,1.0,90,553608.5893,-92067.7707,0.5892,55,326166.0714,6757.532802,136692.0129,90750.505,-45941.5079,90,553608.5893,17
2023-06-21 00:00:00+00:00,20,1.1463,0.3801,1.0,109,745514.9555,-33936.0331,0.6199,69,462140.6819,7491.516542,151348.0718,132026.2018,-19321.8699,109,745514.9555,20
2023-06-22 00:00:00+00:00,12,1.1296,0.2512,1.0,108,810040.2703,-42067.4346,0.7488,82,606541.2556,7369.600706,107940.4412,95558.5734,-12381.8678,108,810040.2703,14
2023-06-23 00:00:00+00:00,19,1.1198,0.4775,1.0,86,407144.9771,-15254.4519,0.5225,48,212724.779,5146.800374,102704.4035,91715.7945,-10988.609,86,407144.9771,19
2023-06-24 00:00:00+00:00,6,0.9588,0.3929,1.0,59,344706.3174,-10618.3907,0.6071,39,209262.8429,6486.532616,66295.7613,69147.7131,2851.9518,59,344706.3174,14
2023-06-25 00:00:00+00:00,14,0.2615,0.6301,1.0,60,355248.0694,13292.1057,0.3699,34,131389.1378,15457.444644,46408.9953,177449.9363,131040.941,60,355248.0694,12
2023-06-26 00:00:00+00:00,10,1.5723,0.3623,1.0,75,769269.7186,-2393.5798,0.6377,47,490552.9764,11674.856192,170365.4195,108351.3227,-62014.0968,75,769269.7186,18
2023-06-27 00:00:00+00:00,13,3.0111,0.2173,1.0,89,615817.7815,-5413.7516,0.7827,72,482021.2444,8598.995985,100439.6238,33356.9133,-67082.7104,89,615817.7815,4
2023-06-28 00:00:00+00:00,9,0.5742,0.2835,1.0,72,835164.5,6496.2161,0.7165,56,598384.6358,13533.443051,86365.9799,150413.8843,64047.9043,72,835164.5,7
2023-06-29 00:00:00+00:00,8,1.5463,0.2815,1.0,72,542212.7939,3586.5375,0.7185,54,389557.569,7799.334074,92702.4215,59952.8034,-32749.6182,72,542212.7939,10
2023-06-30 00:00:00+00:00,18,1.3986,0.3738,1.0,79,667756.8161,-769.677,0.6262,48,418152.3054,6947.316382,145543.3108,104061.2,-41482.1108,79,667756.8161,13
2023-07-01 00:00:00+00:00,5,0.4441,0.4089,1.0,53,164592.4113,2523.6399,0.5911,36,97298.5463,2695.170615,20694.3475,46599.5176,25905.1701,53,164592.4113,12
2023-07-02 00:00:00+00:00,14,1.9953,0.3996,1.0,47,207215.4636,-20127.056,0.6004,29,124415.2455,4667.47885,55157.0742,27643.1438,-27513.9305,47,207215.4636,4
2023-07-03 00:00:00+00:00,11,0.3864,0.4677,1.0,73,491588.1446,3269.8094,0.5323,49,261660.0716,12481.769577,64082.0559,165846.017,101763.9612,73,491588.1446,13
2023-07-04 00:00:00+00:00,15,1.4476,0.4434,1.0,71,262214.7415,9815.9651,0.5566,48,145952.6211,4166.296234,68760.8705,47501.2498,-21259.6208,71,262214.7415,8
2023-07-05 00:00:00+00:00,9,2.7742,0.3864,1.0,65,335976.0123,-8052.5148,0.6136,52,206146.0572,5224.9377,95430.7047,34399.2503,-61031.4544,65,335976.0123,4
2023-07-06 00:00:00+00:00,14,1.1839,0.4007,1.0,70,376710.1694,-5189.8447,0.5993,44,225753.9666,5847.990747,81833.5652,69122.6376,-12710.9276,70,376710.1694,12
2023-07-07 00:00:00+00:00,11,1.4696,0.273,1.0,71,529594.0641,-3190.7021,0.727,49,385030.3825,9272.390747,86025.8971,58537.7845,-27488.1126,71,529594.0641,11
2023-07-08 00:00:00+00:00,9,1.1015,0.2923,1.0,51,280854.1252,-7457.818,0.7077,32,198749.6043,8105.150388,43034.581,39069.9399,-3964.6411,51,280854.1252,10
2023-07-09 00:00:00+00:00,10,1.715,0.3866,0.9053,23,170760.5768,-6270.9154,0.6134,32,115692.2706,6399.168425,46067.4048,26861.7924,-19205.6124,47,188621.4678,5
2023-07-10 00:00:00+00:00,10,1.3815,0.2321,1.0,71,315065.4113,-22482.4552,0.7679,56,241927.0439,4680.765742,42427.5924,30710.7751,-11716.8173,71,315065.4113,5
2023-07-11 00:00:00+00:00,8,1.1099,0.2589,1.0,68,308538.7989,-20039.8516,0.7411,53,228662.6913,4887.722845,42018.7518,37857.3558,-4161.396,68,308538.7989,7
2023-07-12 00:00:00+00:00,13,1.0782,0.2906,1.0,77,397643.5976,-11942.4444,0.7094,53,282075.8021,4837.753239,59958.6996,55609.0959,-4349.6038,77,397643.5976,11
2023-07-13 00:00:00+00:00,27,1.4758,0.4802,1.0,101,708768.4264,-19469.8582,0.5198,56,368445.421,5372.309086,202862.9149,137460.0906,-65402.8243,101,708768.4264,18
2023-07-14 00:00:00+00:00,16,1.0996,0.3695,1.0,105,555893.4796,-16935.2123,0.6305,72,350482.1217,5522.736598,107578.4748,97832.8831,-9745.5917,105,555893.4796,17
2023-07-15 00:00:00+00:00,10,0.9841,0.3472,1.0,52,292877.9555,-16252.4205,0.6528,30,191201.6742,9042.085978,50430.6897,51245.5916,814.9018,52,292877.9555,12
2023-07-16 00:00:00+00:00,11,1.6385,0.4829,0.9893,42,184282.8571,-16618.6313,0.5171,26,96311.4951,6061.072605,55862.1598,34093.0718,-21769.088,44,186266.7267,7
2023-07-17 00:00:00+00:00,18,2.4904,0.4007,1.0,75,401871.5915,-24768.4669,0.5993,49,240825.5056,5009.719823,114905.8763,46140.2097,-68765.6665,75,401871.5915,8
2023-07-18 00:00:00+00:00,16,2.3434,0.4499,1.0,70,594293.3152,-39522.5124,0.5501,41,326900.87,10609.758921,187416.0799,79976.3653,-107439.7147,70,594293.3152,13
2023-07-19 00:00:00+00:00,9,1.0547,0.3362,1.0,73,490612.2671,-39528.7519,0.6638,53,325685.662,5679.943374,84659.9426,80266.6625,-4393.2801,73,490612.2671,11
2023-07-20 00:00:00+00:00,10,1.6128,0.3559,1.0,72,368776.1982,-34582.9553,0.6441,54,237528.7528,4942.156659,81014.8468,50232.5986,-30782.2481,72,368776.1982,8
2023-07-21 00:00:00+00:00,6,2.0439,0.1144,1.0,76,587451.7302,-36483.883,0.8856,68,520234.6219,9090.113763,45134.5967,22082.5116,-23052.0852,76,587451.7302,2
2023-07-22 00:00:00+00:00,4,0.3752,0.208,1.0,50,247967.4002,-33252.6097,0.792,39,196391.7232,4097.217878,14070.9312,37504.7459,23433.8147,50,247967.4002,7
2023-07-23 00:00:00+00:00,15,1.262,0.3608,1.0,47,196650.0814,-31316.6399,0.6392,25,125698.3341,4631.471359,39584.5233,31367.2241,-8217.2992,47,196650.0814,7
2023-07-24 00:00:00+00:00,18,2.0634,0.4533,1.0,72,385441.3224,-30157.4226,0.5467,42,210722.0368,4914.448811,117685.2157,57034.0699,-60651.1458,72,385441.3224,12
2023-07-25 00:00:00+00:00,3,1.3495,0.1402,1.0,67,502385.8786,-16305.9079,0.8598,59,431933.3429,7801.666959,40465.8236,29986.7122,-10479.1114,67,502385.8786,5
2023-07-26 00:00:00+00:00,8,1.9293,0.1968,1.0,67,584956.7796,-20895.865,0.8032,54,469829.5916,10000.474051,75825.0838,39302.1041,-36522.9797,67,584956.7796,5
2023-07-27 00:00:00+00:00,9,0.8999,0.3918,1.0,62,216254.3907,-15860.3694,0.6082,44,131519.0981,3762.176713,40134.5358,44600.7567,4466.2209,62,216254.3907,9
2023-07-28 00:00:00+00:00,13,2.1943,0.3963,1.0,69,404674.2034,-21133.8853,0.6037,49,244285.3553,6684.215467,110177.7723,50211.0758,-59966.6965,69,404674.2034,7
2023-07-29 00:00:00+00:00,4,5.377,0.2543,0.9873,45,155815.1033,-28416.9028,0.7457,40,117679.4364,4410.564621,33840.9873,6293.6793,-27547.308,47,157814.103,3
2023-07-30 00:00:00+00:00,12,0.6113,0.3977,0.9282,55,201043.0901,-24274.0961,0.6023,53,130449.0595,3876.174589,32677.846,53460.1938,20782.3479,73,216587.0993,8
2023-07-31 00:00:00+00:00,12,1.8557,0.1984,1.0,73,464171.5741,-19552.0843,0.8016,57,372069.6292,9269.332462,59849.5038,32252.441,-27597.0628,73,464171.5741,4
2023-08-01 00:00:00+00:00,12,1.391,0.3205,1.0,75,445147.6414,-21388.2192,0.6795,54,302460.579,5659.495286,83009.5593,59677.5032,-23332.0561,75,445147.6414,9
2023-08-02 00:00:00+00:00,18,2.3355,0.4368,1.0,79,424200.4547,-26767.6792,0.5632,52,238930.7445,5398.981667,129724.4551,55545.2551,-74179.2,79,424200.4547,9
2023-08-03 00:00:00+00:00,11,2.1814,0.3609,1.0,66,303491.8176,-33215.7344,0.6391,49,193973.3036,5336.637189,75094.3397,34424.1744,-40670.1653,66,303491.8176,6
2023-08-04 00:00:00+00:00,7,0.9254,0.3863,1.0,63,303940.1915,-23999.42,0.6137,48,186513.0304,5045.194276,56439.8285,60987.3326,4547.5042,63,303940.1915,8
2023-08-05 00:00:00+00:00,5,0.9002,0.0843,1.0,49,174982.968,-19953.5036,0.9157,41,160240.0486,5040.581109,6984.4064,7758.5131,774.1067,49,174982.968,3
2023-08-06 00:00:00+00:00,7,1.8283,0.3232,0.9899,46,196749.8525,-25610.0221,0.6768,38,134508.6704,4423.636275,41527.2314,22713.9502,-18813.2811,48,198749.8521,3
2023-08-07 00:00:00+00:00,19,4.3408,0.3688,1.0,70,338746.714,-32831.8593,0.6312,48,213812.2237,5375.421062,101542.207,23392.2833,-78149.9237,70,338746.714,3
2023-08-08 00:00:00+00:00,17,1.1939,0.4432,1.0,75,320330.0565,-31291.6649,0.5568,47,178346.8723,3888.729551,77266.9398,64716.2444,-12550.6954,75,320330.0565,11
2023-08-09 00:00:00+00:00,6,1.1868,0.1657,1.0,70,407678.2748,-21518.9452,0.8343,58,340120.626,6383.896679,36663.9054,30893.7434,-5770.162,70,407678.2748,6
2023-08-10 00:00:00+00:00,9,1.5865,0.2373,1.0,70,334570.4546,-18280.9358,0.7627,56,255167.4749,6168.08818,48703.5396,30699.4401,-18004.0995,70,334570.4546,5
2023-08-11 00:00:00+00:00,6,1.0597,0.3132,1.0,63,323439.7274,-19349.743,0.6868,51,222130.9091,4315.818637,52121.4822,49187.3361,-2934.146,63,323439.7274,6
2023-08-12 00:00:00+00:00,7,0.6747,0.3288,0.9687,39,314812.0343,-16494.6462,0.6712,36,218115.2552,11767.170698,43052.6608,63812.4452,20759.7844,50,324980.3612,7
2023-08-13 00:00:00+00:00,10,11.3377,0.243,0.9649,38,153713.008,-18441.2166,0.757,31,120591.0315,5005.200754,35577.2343,3137.9607,-32439.2736,44,159306.2265,3
2023-08-14 00:00:00+00:00,6,1.3317,0.2187,1.0,67,325111.7673,-8721.7283,0.7813,54,254011.2643,6622.666833,40607.0046,30493.4984,-10113.5062,67,325111.7673,7
2023-08-15 00:00:00+00:00,3,0.5014,0.2478,1.0,70,267393.9827,-3784.5095,0.7522,61,201124.0274,5705.29245,22130.0593,44139.896,22009.8367,70,267393.9827,6
2023-08-16 00:00:00+00:00,15,1.1896,0.2588,1.0,77,448889.2671,-4397.3851,0.7412,56,332719.6999,7501.934756,63114.9292,53054.6381,-10060.2911,77,448889.2671,6
2023-08-17 00:00:00+00:00,13,1.1472,0.2691,1.0,105,834104.8054,-4023.6403,0.7309,84,609626.7358,8541.212415,119932.9778,104545.0918,-15387.8861,105,834104.8054,8
2023-08-18 00:00:00+00:00,17,1.1432,0.5223,1.0,99,639482.5297,-6792.5815,0.4777,62,305461.5532,7138.518779,178168.8555,155852.121,-22316.7345,99,639482.5297,20
2023-08-19 00:00:00+00:00,7,1.3272,0.3992,1.0,55,280178.959,-12004.8714,0.6008,41,168321.2747,4823.745925,63791.9646,48065.7197,-15726.2449,55,280178.959,7
2023-08-20 00:00:00+00:00,12,0.864,0.3239,1.0,51,295902.1802,-6371.9679,0.6761,33,200059.6844,7327.666443,44425.7225,51416.7732,6991.0507,51,295902.1802,6
2023-08-21 00:00:00+00:00,10,1.3837,0.2314,1.0,71,462154.3479,-7386.3864,0.7686,54,355210.3943,7025.187313,62079.1947,44864.759,-17214.4357,71,462154.3479,7
2023-08-22 00:00:00+00:00,24,3.1429,0.6266,1.0,87,535927.4563,-35345.9865,0.3734,51,200095.8858,15084.55212,254769.4674,81062.1031,-173707.3643,87,535927.4563,12
2023-08-23 00:00:00+00:00,14,0.6145,0.3248,1.0,75,602831.7665,-27228.9292,0.6752,43,407019.2387,7548.103143,74526.7088,121285.8189,46759.1101,75,602831.7665,18
2023-08-24 00:00:00+00:00,20,1.656,0.4832,1.0,72,267120.0378,-29584.3842,0.5168,39,138055.4731,3244.227795,80470.3178,48594.2468,-31876.071,72,267120.0378,13
2023-08-25 00:00:00+00:00,9,1.439,0.2578,1.0,66,322311.6393,-28532.868,0.7422,51,239224.8602,5942.705704,49021.4499,34065.3292,-14956.1206,66,322311.6393,6
2023-08-26 00:00:00+00:00,6,3.6932,0.2837,0.8106,22,100555.2858,-29171.8726,0.7163,41,88852.6087,4440.651701,27699.2768,7499.9993,-20199.2775,49,124051.8849,2
2023-08-27 00:00:00+00:00,6,0.6237,0.5056,0.9835,39,298558.7946,-25089.7025,0.4944,29,150076.4873,10059.370074,58957.9237,94524.1648,35566.2412,44,303558.5758,9
2023-08-28 00:00:00+00:00,13,7.4003,0.2141,1.0,65,295624.0281,-29518.5591,0.7859,48,232340.6224,6406.825953,55749.9186,7533.4872,-48216.4314,65,295624.0281,4
2023-08-29 00:00:00+00:00,24,1.8108,0.3655,1.0,91,438790.6124,-11312.8935,0.6345,57,278400.4998,5652.895105,103328.909,57061.2036,-46267.7054,91,438790.6124,10
2023-08-30 00:00:00+00:00,16,1.6765,0.4831,1.0,75,319863.6346,-23572.307,0.5169,48,165341.1354,4382.060249,96789.6417,57732.8574,-39056.7842,75,319863.6346,11
2023-08-31 00:00:00+00:00,18,2.7577,0.401,1.0,89,569645.9925,-34281.9256,0.599,61,341233.8402,9551.101225,167627.7767,60784.3756,-106843.4011,89,569645.9925,10
2023-09-01 00:00:00+00:00,12,1.1601,0.3191,1.0,79,386256.9512,-33450.3034,0.6809,57,262984.8564,5900.362685,66203.43,57068.6648,-9134.7652,79,386256.9512,10
2023-09-02 00:00:00+00:00,11,0.9866,0.4473,1.0,53,242460.9126,-30460.1126,0.5527,33,134010.4828,4478.549559,53859.1858,54591.244,732.0582,53,242460.9126,9
2023-09-03 00:00:00+00:00,12,1.1036,0.5389,0.9725,40,138128.3145,-36079.6388,0.4611,25,65498.8409,3549.792948,40156.074,36385.6313,-3770.4427,44,142040.5461,7
2023-09-04 00:00:00+00:00,4,1.8368,0.7516,1.0,55,646796.5451,-49675.2806,0.2484,13,160696.288,27746.629416,314743.0906,171357.1666,-143385.924,55,646796.5451,38
2023-09-05 00:00:00+00:00,11,1.7574,0.2601,1.0,66,395189.6696,-47099.6427,0.7399,50,292384.6698,7137.136018,65521.6197,37283.3801,-28238.2396,66,395189.6696,5
2023-09-06 00:00:00+00:00,12,0.9487,0.4326,1.0,61,327357.7406,-40987.7588,0.5674,37,185727.8505,4738.469846,68951.7437,72678.1464,3726.4027,61,327357.7406,12
2023-09-07 00:00:00+00:00,14,1.7636,0.5006,1.0,59,374115.5053,-33116.8157,0.4994,37,186828.1633,6917.662041,119517.0706,67770.2714,-51746.7992,59,374115.5053,8
2023-09-08 00:00:00+00:00,12,1.8389,0.2807,1.0,62,349404.9432,-35951.4841,0.7193,45,251342.7011,5668.074727,63519.8431,34542.399,-28977.4441,62,349404.9432,5
2023-09-09 00:00:00+00:00,7,3.614,0.2883,0.9321,33,153260.7577,-39892.3991,0.7117,36,117029.968,4940.773456,37127.6043,10273.2578,-26854.3464,46,164430.83,3
2023-09-10 00:00:00+00:00,13,1.0612,0.5329,1.0,52,202232.9885,-39810.6228,0.4671,27,94467.4402,3518.282993,55481.7788,52283.7695,-3198.0092,52,202232.9885,12
2023-09-11 00:00:00+00:00,6,1.0672,0.1509,1.0,88,750407.404,-19852.5228,0.8491,75,637148.4994,4822.721514,58469.0641,54789.8405,-3679.2237,88,750407.404,7
2023-09-12 00:00:00+00:00,0,,0.0,1.0,78,1396354.7271,-15818.4886,1.0,78,1396354.7271,5406.148953,0.0,0.0,0.0,78,1396354.7271,0
2023-09-13 00:00:00+00:00,14,0.6066,0.3433,1.0,88,470815.2658,-10696.9113,0.6567,65,309195.625,7832.547121,61021.0985,100598.5423,39577.4438,88,470815.2658,9
2023-09-14 00:00:00+00:00,17,1.2492,0.4439,1.0,67,286020.7303,-5313.9391,0.5561,40,159060.3374,3362.758695,70513.1935,56447.1994,-14065.9941,67,286020.7303,10
2023-09-15 00:00:00+00:00,11,2.2275,0.3036,1.0,66,416084.8836,-8037.8492,0.6964,48,289761.3982,8228.827661,87184.1499,39139.3355,-48044.8144,66,416084.8836,7
2023-09-16 00:00:00+00:00,12,5.1226,0.2473,1.0,42,269644.1461,-10615.1804,0.7527,27,202968.0643,9425.701191,55785.8736,10890.2082,-44895.6654,42,269644.1461,3
2023-09-17 00:00:00+00:00,7,0.9025,0.3774,0.971,36,133864.6292,-9777.284,0.6226,25,85831.0417,3996.906057,24680.1603,27347.4262,2667.2659,40,137858.6282,8
2023-09-18 00:00:00+00:00,20,1.128,0.4956,1.0,73,272440.3035,-10411.886,0.5044,41,137406.9611,3303.712389,71577.39,63455.9525,-8121.4375,73,272440.3035,12
2023-09-19 00:00:00+00:00,9,1.2597,0.2531,1.0,70,428708.325,-12193.7222,0.7469,53,320190.7638,8348.607926,60495.2074,48022.3538,-12472.8536,70,428708.325,8
2023-09-20 00:00:00+00:00,15,1.0595,0.4162,1.0,75,380676.2823,-18501.7689,0.5838,46,222230.3397,4468.888081,81512.4129,76933.5298,-4578.8831,75,380676.2823,14
2023-09-21 00:00:00+00:00,19,2.0385,0.5199,1.0,69,295457.2598,-23992.834,0.4801,39,141840.4959,4941.186044,103060.1068,50556.6571,-52503.4497,69,295457.2598,11
2023-09-22 00:00:00+00:00,10,1.4182,0.3458,1.0,69,303406.9518,-19721.1922,0.6542,51,198485.1436,4794.281711,61532.5652,43389.243,-18143.3222,69,303406.9518,8
2023-09-23 00:00:00+00:00,10,6.7276,0.5472,0.9392,34,164115.5435,-23432.354,0.4528,30,79111.4368,10927.463226,83247.8087,12374.0112,-70873.7975,45,174733.2567,5
2023-09-24 00:00:00+00:00,8,1.0739,0.5398,1.0,39,185290.6917,-24322.3793,0.4602,21,85276.8827,5541.318638,51788.3604,48225.4486,-3562.9118,39,185290.6917,10
2023-09-25 00:00:00+00:00,21,1.4531,0.3906,1.0,64,214482.7598,-25372.5733,0.6094,35,130715.5234,5125.61371,49620.0157,34147.2207,-15472.795,64,214482.7598,8
2023-09-26 00:00:00+00:00,11,2.3191,0.2128,1.0,55,304538.9782,-27269.9427,0.7872,41,239735.8722,8853.320149,45278.7727,19524.3333,-25754.4394,55,304538.9782,3
2023-09-27 00:00:00+00:00,18,1.502,0.5926,1.0,67,242189.0095,-30729.6742,0.4074,38,98658.7909,3521.879852,86163.6113,57366.6073,-28797.0039,67,242189.0095,11
2023-09-28 00:00:00+00:00,15,0.9052,0.3983,1.0,76,314257.8844,-22339.7216,0.6017,45,189094.6659,3048.069671,59468.5,65694.7184,6226.2184,76,314257.8844,16
2023-09-29 00:00:00+00:00,9,1.2336,0.4647,1.0,66,379257.873,-22381.6578,0.5353,43,203001.4793,3680.650646,97346.6345,78909.7592,-18436.8753,66,379257.873,14
2023-09-30 00:00:00+00:00,7,2.5436,0.4537,1.0,47,323789.5532,-21398.2986,0.5463,34,176887.4354,10753.61715,105446.2005,41455.9173,-63990.2832,47,323789.5532,6
2023-10-01 00:00:00+00:00,10,1.0981,0.3285,1.0,56,303552.6832,-21555.0992,0.6715,38,203848.3768,6174.855895,52182.411,47521.8953,-4660.5157,56,303552.6832,8
2023-10-02 00:00:00+00:00,12,1.3191,0.3145,1.0,87,623272.698,-23198.2304,0.6855,63,427250.272,6859.00793,111498.57,84523.8561,-26974.7139,87,623272.698,12
2023-10-03 00:00:00+00:00,9,2.0012,0.3482,1.0,67,370651.6701,-25670.2455,0.6518,51,241576.2697,3565.308757,86066.9726,43008.4278,-43058.5448,67,370651.6701,7
2023-10-04 00:00:00+00:00,7,1.2332,0.4311,1.0,79,536574.7812,-25006.3649,0.5689,65,305275.231,13623.865421,127724.6951,103574.8551,-24149.84,79,536574.7812,7
2023-10-05 00:00:00+00:00,8,1.1895,0.2635,1.0,81,513345.7403,-27568.6181,0.7365,62,378080.5024,6259.264521,73487.3959,61777.842,-11709.5539,81,513345.7403,11
2023-10-06 00:00:00+00:00,12,1.0948,0.3166,1.0,70,397763.7577,-25748.9224,0.6834,46,271835.937,6561.931002,65813.4131,60114.4075,-5699.0056,70,397763.7577,12
2023-10-07 00:00:00+00:00,4,0.934,0.3665,1.0,50,273042.0695,-16119.525,0.6335,38,172970.569,5981.034961,48328.0007,51743.4998,3415.4991,50,273042.0695,8
